title,price_usd,Model,Processor,Graphics,Memory,Storage,Display,Operating System,Battery,Weight,Color,Expansion Slots (includes used),I/O Ports,Keyboard & Touchpad,Camera,Audio,Network and Communication,Power Supply,Dimensions (W x D x H),Built-in Apps,MyASUS Features,ASUS Exclusive technology,Exclusive Subscription Offers,Microsoft Office,Military Grade,Ecolabels & Compliances,Xbox Game Pass,Disclaimer,Included in the Box,Security,Keyboard and Touchpad,AURA SYNC,Included in the Box (Optional),Neural Processor,Note,Additional Display,Neural processor,Sustainable Material,MyExpert Features
asus_57_ASUS_Zenbook_14_OLED__Q415_,,Q415MA,"Intel® Core™ Ultra 5 Processor 125H 1.2 GHz (18MB Cache, up to 4.5 GHz, 14 cores, 18 Threads); Intel® AI Boost NPU up to 11TOPS",Intel® Graphics *Intel® Arc™ Graphics is only available in models with Intel® Core™ Ultra 9-185H/ Ultra 7-155H/ Ultra 5-125H processors and at least 16 GB of dual-channel memory.,8GB LPDDR5 on board Max Total system memory up to:8GB *Supports dual-channel memory.,512GB M.2 NVMe™ PCIe® 4.0 SSD,"14.0-inch, FHD (1920 x 1200) OLED 16:10 aspect ratio, 0.2ms response time, 60Hz refresh rate, 100% DCI-P3 color gamut, Glossy display, TÜV Rheinland-certified, Touch screen, (Screen-to-body ratio)87%, With stylus support",Windows 11 Home - ASUS recommends Windows 11 Pro for business,"75WHrs, 2S2P, 4-cell Li-ion",1.28 kg (2.82 lbs),Jasper Gray,1x M.2 2280 PCIe 4.0x4,1x USB 3.2 Gen 1 Type-A 2x Thunderbolt™ 4 with support for display / power delivery (data speed up to 40Gbps) 1x HDMI 2.1 TMDS 1x 3.5mm Combo Audio Jack Support XG MobileGC34,"Backlit Chiclet Keyboard, Precision touchpad",FHD camera with IR function to support Windows Hello With privacy shutter,Smart Amp Technology Built-in speaker Built-in array microphone harman/kardon (Premium),Wi-Fi 6E(802.11ax) (Triple band) 2*2 + Bluetooth® 5.3 Wireless Card (*Bluetooth® version may change with OS version different.),"TYPE-C, 65W AC Adapter, Output: 20V DC, 3.25A, 65W, Input: 100-240V AC 50/60GHz universal","31.24 x 22.01 x 1.49 ~ 1.49 cm (12.30"" x 8.67"" x 0.59"" ~ 0.59"")",MyASUS ScreenXpert GlideX,System diagnosis Battery health charging Fan Profile Splendid Tru2Life Function key lock WiFi SmartConnect TaskFirst Live update AI Noise Canceling,,"3-Month GoPro Premium+ Subscription *Available in eligible markets only. Eligibility varies by region, device, and time. Terms and conditions apply. See promotion pages for details. 1-Month Membership of Adobe Creative Cloud All Apps, Individual. The redemption duration from September 15, 2021 to August 31, 2026.",1-month trial for new Microsoft 365 customers. Credit card required.,US MIL-STD 810H military-grade standard,EPEAT Gold Energy star 8.0 RoHS REACH,"Xbox Game Pass for PC_3 months (*Terms and exclusions apply. Offer only available in eligible markets for Game Pass for PC. Eligible markets are determined at activation. Game catalog varies by region, device, and time.)","This product has only been tested for compatibility with the Windows 11 operating system, and may encounter compatibility issues if Windows 10 or older OS versions are installed.",* Included accessories vary according to country and territory. Please check with your local ASUS retailer for details.,Trusted Platform Module (TPM) 2.0 IR webcam with Windows Hello support,,,,Intel® AI Boost NPU up to 11TOPS,,,,,
asus_58_ASUS_ExpertBook_B3_Flip__B3402__Series_1_intel_,,B3402FVA,"Intel® Core™ 5 Processor 120U 1.4 GHz (12MB Cache, up to 5.0 GHz, 10 Cores, 12 Threads) Intel® Core™ 7 Processor 150U 1.8 GHz (12MB Cache, up to 5.4 GHz, 10 Cores, 12 Threads)",Intel® UHD Graphics,"8GB DDR4 on board, 8GB DDR4 SO-DIMM, Memory Max Up to:8GB 8GB DDR4 on board, 8GB DDR4 SO-DIMM, Memory Max Up to:40GB",512GB M.2 2280 NVMe™ PCIe® 4.0 SSD,"Touch screen, 14.0-inch, FHD (1920 x 1080) 16:9, Wide view, Glossy display, 400nits, sRGB: 100%, Screen-to-body ratio:79 %",Windows 11 Pro,"50WHrs, 3S1P, 3-cell Li-ion Long life rechargeable lithium polymer battery.",Start from:01.61 kg (3.55 lbs),Star Black,1x M.2 2280 PCIe 4.0x4,"2x USB 3.2 Gen 1 Type-A 2x Thunderbolt™ 4, compliant with USB4, supports display / power delivery 1x HDMI 2.1 TMDS 1x 3.5mm Combo Audio Jack 1x RJ45 Gigabit Ethernet *SIM card slot is not available on without WWAN configuration.","Backlit Chiclet Keyboard, 1.5mm Key-travel, Spill-resistant Keyboard, Support NumberPad",720p HD camera With privacy shutter 13.0M camera,SonicMaster Audio by Dirac Built-in speaker Built-in array microphone,Wi-Fi 6E(802.11ax) (Triple band) 2*2 + Bluetooth® 5.4 Wireless Card,"TYPE-C, 65W AC Adapter, Output: 20V DC, 3.25A, 65W, Input: 100~240V AC 50/60Hz universal (Adapter+power cord)","32.90 x 22.39 x 1.92 ~ 1.95 cm (12.95"" x 8.81"" x 0.76"" ~ 0.77"")",MyASUS,System diagnosis Battery health charging Fan Profile Splendid Tru2Life Function key lock WiFi SmartConnect AppDeals Link to MyASUS,,,,US MIL-STD 810H military-grade standard,EPEAT Gold with Climate+ Energy star 8.0 FSC Mix RoHS REACH,,,,Trusted Platform Module (TPM) 2.0 Kensington Security Slot™(7x 3mm) Fingerprint sensor integrated with Power Key,,,MPP 2.0 garaged stylus,,,,,,
asus_59_ASUS_Chromebook_CR12__CR1204C_,,CR1204CGA,"Intel® Processor N100 0.8 GHz (6MB Cache, up to 3.4 GHz, 4 cores, 4 Threads)",Intel® UHD Graphics,"4GB LPDDR5 on board, Memory Max Up to:16GB 8GB LPDDR5 on board, Memory Max Up to:16GB",32G eMMC 64G eMMC,"Non-touch screen, 12.2-inch, WUXGA (1920 x 1200) 16:10, Wide view, Anti-glare display, LED Backlit, 300nits, NTSC: 50%, Screen-to-body ratio:76 % Touch screen, 12.2-inch, WUXGA (1920 x 1200) 16:10, Wide view, Glossy display with Corning Gorilla® Glass, LED Backlit, 300nits, NTSC: 50%, Screen-to-body ratio:76 %",ChromeOS,"50WHrs, 3S1P, 3-cell Li-ion Long life rechargeable lithium polymer battery.",Start from:01.31 kg (2.89 lbs),Mineral Grey,,2x USB 3.2 Gen 1 Type-A 2x USB 3.2 Gen 1 Type-C support display / power delivery 1x HDMI 1.4 1x 3.5mm Combo Audio Jack,"Chiclet Keyboard, 1.35mm Key-travel, Spill-resistant Keyboard",720p HD camera With privacy shutter,Built-in speaker Built-in array microphone,Wi-Fi 6E(802.11ax) (Triple band) 2*2 + Bluetooth® 5.4 Wireless Card,"TYPE-C, 45W AC Adapter, Output: 15V DC, 3A, 45W, Input: 100~240V AC 50/60Hz universal","29.69 x 21.30 x 2.11 ~ 2.12 cm (11.69"" x 8.39"" x 0.83"" ~ 0.83"")",,,,,,US MIL-STD 810H military-grade standard,Energy star 8.0 FSC Mix,,,,Titan C Security Chip Kensington Security Slot™(7x 3mm),,,,,,,,,
asus_5_ASUS_ExpertBook_P3__PM3406___Copilot__PC,,PM3406CKA,"AMD Ryzen™AI 7 350 Processor 2.0GHz (16MB Cache, up to 5.0 GHz, 8 cores, 16 Threads); NPU 50 TOPs AMD Ryzen™AI 5 330 Processor 2.0GHz (8MB Cache, up to 4.5 GHz, 4 cores, 8 Threads); NPU 50 TOPs",AMD Radeon™ 860M AMD Radeon™ 820M,"16GB DDR5 SO-DIMM x 2, Memory Max Up to:64GB 16GB DDR5 SO-DIMM, Memory Max Up to:64GB",1TB M.2 2280 NVMe™ PCIe® 4.0 SSD 512GB M.2 2280 NVMe™ PCIe® 4.0 SSD,"Non-touch screen, 14.0-inch, WUXGA (1920 x 1200) 16:10, Wide view, Anti-glare display, LED Backlit, 300nits, NTSC: 45%, Screen-to-body ratio:86 %",Windows 11 Pro,"70WHrs, 4S1P, 4-cell Li-ion Long life rechargeable lithium polymer battery.",Start from:01.34 kg (2.95 lbs),Misty Grey,2x DDR5 SO-DIMM slots 1x M.2 2280 PCIe 4.0x4 1x M.2 2230 PCIe 4.0x4,2x USB 3.2 Gen 1 Type-A 2x USB 3.2 Gen 2 Type-C support display / power delivery 1x HDMI 2.1 TMDS 1x 3.5mm Combo Audio Jack 1x RJ45 Gigabit Ethernet,"Backlit Chiclet Keyboard, 1.5mm Key-travel, Spill-resistant Keyboard",1080p FHD camera with IR function to support Windows Hello With privacy shutter,Audio by Dirac Smart Amp Technology Built-in speaker Built-in array microphone,Wi-Fi 7(802.11be) (Triple band) 2*2 + Bluetooth® 5.4 Wireless Card,"TYPE-C, 90W AC Adapter, Output: 20V DC, 4.5A, 90W, Input: 100~240V AC 50/60Hz universal (Adapter+power cord) TYPE-C, 65W AC Adapter, Output: 20V DC, 3.25A, 65W, Input: 100~240V AC 50/60Hz universal (Adapter+power cord)","31.27 x 22.71 x 1.79 ~ 1.80 cm (12.31"" x 8.94"" x 0.70"" ~ 0.71"")",AI ExpertMeet (watermark only) MyASUS,System diagnosis Battery health charging Fan Profile Splendid Function key lock WiFi SmartConnect AppDeals Link to MyASUS,,,,US MIL-STD 810H military-grade standard,FSC Recycled TCO Certified,,,,Trusted Platform Module (TPM) 2.0 Support Absolute Persistence 2.0 (Computrace) Microsoft Security Level 3 Microsoft Secured-core PC BIOS Self Recovery BIOS Integrity Measurement Support Kensington Nano Security Slot™(6x 2.5mm) IR webcam with Windows Hello support Fingerprint sensor integrated with Power Key,,,,,,,AMD Ryzen™ AI over 40 TOPs,23%,ExpertMeet(Only Watermark)
asus_60_ASUS_Chromebook_CR12_Flip__CR1204F_,,CR1204FGA,"Intel® Processor N100 0.8 GHz (6MB Cache, up to 3.4 GHz, 4 cores, 4 Threads)",Intel® UHD Graphics,"4GB LPDDR5 on board, Memory Max Up to:16GB 8GB LPDDR5 on board, Memory Max Up to:16GB",32G eMMC 64G eMMC,"Touch screen, 12.2-inch, WUXGA (1920 x 1200) 16:10, Wide view, Glossy display with Corning Gorilla® Glass, LED Backlit, 300nits, NTSC: 50%, Screen-to-body ratio:75 %",ChromeOS,"50WHrs, 3S1P, 3-cell Li-ion Long life rechargeable lithium polymer battery.",Start from:01.45 kg (3.20 lbs),Mineral Grey,,2x USB 3.2 Gen 1 Type-A 2x USB 3.2 Gen 1 Type-C support display / power delivery 1x HDMI 1.4 1x 3.5mm Combo Audio Jack,"Chiclet Keyboard, 1.35mm Key-travel, Spill-resistant Keyboard",720p HD camera With privacy shutter 13.0M camera,Built-in speaker Built-in array microphone,Wi-Fi 6E(802.11ax) (Triple band) 2*2 + Bluetooth® 5.4 Wireless Card,"TYPE-C, 45W AC Adapter, Output: 15V DC, 3A, 45W, Input: 100~240V AC 50/60Hz universal","29.69 x 21.30 x 2.11 ~ 2.12 cm (11.69"" x 8.39"" x 0.83"" ~ 0.83"")",,,,,,US MIL-STD 810H military-grade standard,Energy star 8.0 FSC Mix,,,,Titan C Security Chip Kensington Security Slot™(7x 3mm),,,Dust Plug,,,,,,
asus_61_ASUS_Chromebook_CZ12__CZ1204C_,,CZ1204CM2A,"MediaTek™ Kompanio 520 2.0 GHz(1M Cache, up to 2.0 GHz, 8 cores)",Arm Mali-G52 MC2,"4GB LPDDR4X on board, Memory Max Up to:8GB 8GB LPDDR4X on board, Memory Max Up to:8GB",32G eMMC 64G eMMC,"Non-touch screen, 12.2-inch, WUXGA (1920 x 1200) 16:10, Wide view, Anti-glare display, LED Backlit, 300nits, NTSC: 50%, Screen-to-body ratio:76 % Touch screen, 12.2-inch, WUXGA (1920 x 1200) 16:10, Wide view, Glossy display with Corning Gorilla® Glass, LED Backlit, 300nits, NTSC: 50%, Screen-to-body ratio:76 %",ChromeOS,"50WHrs, 3S1P, 3-cell Li-ion Long life rechargeable lithium polymer battery.",Start from:01.38 kg (3.04 lbs),Mineral Grey,,Up to 2x USB 3.2 Gen 1 Type C support display/power delivery 2x USB 3.2 Gen 1 Type-A 1x HDMI 1.4 1x 3.5mm Combo Audio Jack,"Chiclet Keyboard, 1.5mm Key-travel, Spill-resistant Keyboard",720p HD camera With privacy shutter,Built-in speaker Built-in array microphone,Wi-Fi 6(802.11ax) (Dual band) 2*2 + Bluetooth® 5.4 Wireless Card,"TYPE-C, 45W AC Adapter, Output: 15V DC, 3A, 45W, Input: 100~240V AC 50/60Hz universal","29.69 x 21.30 x 2.11 ~ 2.12 cm (11.69"" x 8.39"" x 0.83"" ~ 0.83"")",MyASUS,System diagnosis,,,,US MIL-STD 810H military-grade standard,Energy star 8.0 FSC Mix,,,,Titan C Security Chip Kensington Security Slot™(7x 3mm),,,,,,,,,
asus_62_ASUS_Chromebook_CZ12_Flip__CZ1204F_,,CZ1204FM2A,"MediaTek™ Kompanio 520 2.0 GHz(1M Cache, up to 2.0 GHz, 8 cores)",Arm Mali-G52 MC2,"8GB LPDDR4X on board, Memory Max Up to:8GB 4GB LPDDR4X on board, Memory Max Up to:8GB",64G eMMC 32G eMMC,"Touch screen, 12.2-inch, WUXGA (1920 x 1200) 16:10, Wide view, Glossy display with Corning Gorilla® Glass, LED Backlit, 300nits, NTSC: 50%, Screen-to-body ratio:75 %",ChromeOS,"50WHrs, 3S1P, 3-cell Li-ion Long life rechargeable lithium polymer battery.",Start from:01.42 kg (3.13 lbs),Mineral Grey,,Up to 2x USB 3.2 Gen 1 Type C support display/power delivery 2x USB 3.2 Gen 1 Type-A 1x HDMI 1.4 1x 3.5mm Combo Audio Jack,"Chiclet Keyboard, 1.5mm Key-travel, Spill-resistant Keyboard",720p HD camera With privacy shutter 5.0M camera,Built-in speaker Built-in array microphone,Wi-Fi 6(802.11ax) (Dual band) 2*2 + Bluetooth® 5.4 Wireless Card,"TYPE-C, 45W AC Adapter, Output: 15V DC, 3A, 45W, Input: 100~240V AC 50/60Hz universal","29.69 x 21.30 x 2.11 ~ 2.12 cm (11.69"" x 8.39"" x 0.83"" ~ 0.83"")",MyASUS,System diagnosis,,,,US MIL-STD 810H military-grade standard,Energy star 8.0 FSC Mix,,,,Titan C Security Chip Kensington Security Slot™(7x 3mm),,,Dust Plug,,,,,,
asus_63_ASUS_BR1104C,,BR1104CGA,"Intel® Processor N100 0.8 GHz (6MB Cache, up to 3.4 GHz, 4 cores, 4 Threads)",Intel® UHD Graphics,"4GB LPDDR5 on board, Memory Max Up to:16GB",128GB M.2 2280 NVMe™ PCIe® 3.0 SSD,"Non-touch screen, 11.6-inch, HD (1366 x 768) 16:9, Anti-glare display, LED Backlit, 220nits, NTSC: 45%, Screen-to-body ratio:64 % Touch screen, 11.6-inch, HD (1366 x 768) 16:9, Wide view, Glossy display with Corning Gorilla® Glass, LED Backlit, 250nits, NTSC: 50%, Screen-to-body ratio:64 %",Windows 11 Pro Education *Some devices for academic use will automatically be updated to Windows 11 Pro Education with the Windows 11 Anniversary Update. Features vary; see https://aka.ms/ProEducation for Windows 11 Pro Education feature information.,"50WHrs, 3S1P, 3-cell Li-ion Long life rechargeable lithium polymer battery.",Start from:01.35 kg (2.98 lbs),Mineral Grey,1x M.2 2280 PCIe 3.0x4,1x USB 3.2 Gen 2 Type-C support display / power delivery 2x USB 3.2 Gen 1 Type-A 1x USB 2.0 Type-C support power delivery 1x HDMI 1.4 1x 3.5mm Combo Audio Jack 1x RJ45 Gigabit Ethernet,"Chiclet Keyboard, 1.35mm Key-travel, Spill-resistant Keyboard",720p HD camera With privacy shutter,Audio by Dirac Built-in speaker Built-in array microphone,Wi-Fi 6E(802.11ax) (Triple band) 2*2 + Bluetooth® 5.4 Wireless Card,"TYPE C ;45W AC Adapter ;Output: 20V DC, 2.25A, 45W , Input: 100~240V AC; 50/60Hz universal","29.69 x 21.30 x 2.11 ~ 2.12 cm (11.69"" x 8.39"" x 0.83"" ~ 0.83"")",MyASUS,System diagnosis Battery health charging Splendid Tru2Life Function key lock WiFi SmartConnect AppDeals Link to MyASUS,,,,US MIL-STD 810H military-grade standard,EPEAT Gold Energy star 8.0 FSC Mix TCO Certified RoHS REACH,,,,Trusted Platform Module (TPM) 2.0 Support Absolute Persistence 2.0 (Computrace) BIOS setup user password BIOS Booting User Password Protection Kensington Security Slot™(7x 3mm),,,,,,,,25.6%,
asus_64_ASUS_BR1104F,,BR1104FGA,"Intel® Processor N200 1.0 GHz (6MB Cache, up to 3.7 GHz, 4 cores, 4 Threads) Intel® Processor N100 0.8 GHz (6MB Cache, up to 3.4 GHz, 4 cores, 4 Threads)",Intel® UHD Graphics,"8GB LPDDR5 on board, Memory Max Up to:16GB 4GB LPDDR5 on board, Memory Max Up to:16GB",128GB M.2 2280 NVMe™ PCIe® 3.0 SSD,"Touch screen, 11.6-inch, HD (1366 x 768) 16:9, Wide view, Glossy display with Corning Gorilla® Glass, LED Backlit, 250nits, NTSC: 50%, Screen-to-body ratio:65 %",Non-preinstalled OS Windows 11 Pro Education *Some devices for academic use will automatically be updated to Windows 11 Pro Education with the Windows 11 Anniversary Update. Features vary; see https://aka.ms/ProEducation for Windows 11 Pro Education feature information.,"50WHrs, 3S1P, 3-cell Li-ion Long life rechargeable lithium polymer battery.",Start from:01.47 kg (3.24 lbs),Mineral Grey,1x M.2 2280 PCIe 3.0x4,1x USB 3.2 Gen 2 Type-C support display / power delivery 2x USB 3.2 Gen 1 Type-A 1x USB 2.0 Type-C support power delivery 1x HDMI 1.4 1x 3.5mm Combo Audio Jack 1x RJ45 Gigabit Ethernet,"Chiclet Keyboard, 1.35mm Key-travel, Spill-resistant Keyboard",720p HD camera With privacy shutter 13.0M camera,Audio by Dirac Built-in speaker Built-in array microphone,Wi-Fi 6E(802.11ax) (Triple band) 2*2 + Bluetooth® 5.4 Wireless Card,"TYPE C ;45W AC Adapter ;Output: 20V DC, 2.25A, 45W , Input: 100~240V AC; 50/60Hz universal","29.69 x 21.30 x 2.11 ~ 2.12 cm (11.69"" x 8.39"" x 0.83"" ~ 0.83"")",MyASUS,System diagnosis Battery health charging Splendid Tru2Life Function key lock WiFi SmartConnect AppDeals Link to MyASUS,,,,US MIL-STD 810H military-grade standard,EPEAT Gold Energy star 8.0 FSC Mix TCO Certified RoHS REACH,,,,Trusted Platform Module (TPM) 2.0 Support Absolute Persistence 2.0 (Computrace) BIOS setup user password BIOS Booting User Password Protection Kensington Security Slot™(7x 3mm),,,MPP 2.0 garaged stylus Dust Plug,,,,,26.18%,
asus_65_ASUS_BR1204C,,BR1204CGA,"Intel® Processor N100 0.8 GHz (6MB Cache, up to 3.4 GHz, 4 cores, 4 Threads)",Intel® UHD Graphics,"4GB LPDDR5 on board, Memory Max Up to:16GB",128GB M.2 2280 NVMe™ PCIe® 3.0 SSD,"Touch screen, 12.2-inch, WUXGA (1920 x 1200) 16:10, Wide view, Glossy display with Corning Gorilla® Glass, LED Backlit, 300nits, NTSC: 50%, Screen-to-body ratio:76 % Non-touch screen, 12.2-inch, WUXGA (1920 x 1200) 16:10, Wide view, Anti-glare display, LED Backlit, 300nits, NTSC: 50%, Screen-to-body ratio:76 %",Windows 11 Pro Education *Some devices for academic use will automatically be updated to Windows 11 Pro Education with the Windows 11 Anniversary Update. Features vary; see https://aka.ms/ProEducation for Windows 11 Pro Education feature information.,"50WHrs, 3S1P, 3-cell Li-ion Long life rechargeable lithium polymer battery.",Start from:01.35 kg (2.98 lbs),Mineral Grey,1x M.2 2280 PCIe 3.0x4,1x USB 3.2 Gen 2 Type-C support display / power delivery 2x USB 3.2 Gen 1 Type-A 1x USB 2.0 Type-C support power delivery 1x HDMI 1.4 1x 3.5mm Combo Audio Jack 1x RJ45 Gigabit Ethernet,"Chiclet Keyboard, 1.35mm Key-travel, Spill-resistant Keyboard",720p HD camera With privacy shutter,Audio by Dirac Built-in speaker Built-in array microphone,Wi-Fi 6E(802.11ax) (Triple band) 2*2 + Bluetooth® 5.4 Wireless Card,"TYPE C ;45W AC Adapter ;Output: 20V DC, 2.25A, 45W , Input: 100~240V AC; 50/60Hz universal","29.69 x 21.30 x 2.11 ~ 2.12 cm (11.69"" x 8.39"" x 0.83"" ~ 0.83"")",MyASUS,System diagnosis Battery health charging Splendid Tru2Life Function key lock WiFi SmartConnect AppDeals Link to MyASUS,,,,US MIL-STD 810H military-grade standard,EPEAT Gold Energy star 8.0 FSC Mix TCO Certified RoHS REACH,,,,Trusted Platform Module (TPM) 2.0 Support Absolute Persistence 2.0 (Computrace) BIOS setup user password BIOS Booting User Password Protection Kensington Security Slot™(7x 3mm),,,,,,,,26.1%,
asus_66_ASUS_BR1204F,,BR1204FGA,"Intel® Processor N200 1.0 GHz (6MB Cache, up to 3.7 GHz, 4 cores, 4 Threads) Intel® Processor N100 0.8 GHz (6MB Cache, up to 3.4 GHz, 4 cores, 4 Threads)",Intel® UHD Graphics,"8GB DDR5 on board, Memory Max Up to:16GB 4GB LPDDR5 on board, Memory Max Up to:16GB",128GB M.2 2280 NVMe™ PCIe® 3.0 SSD,"Touch screen, 12.2-inch, WUXGA (1920 x 1200) 16:10, Wide view, Glossy display with Corning Gorilla® Glass, LED Backlit, 300nits, NTSC: 50%, Screen-to-body ratio:75 %",Non-preinstalled OS Windows 11 Pro Education *Some devices for academic use will automatically be updated to Windows 11 Pro Education with the Windows 11 Anniversary Update. Features vary; see https://aka.ms/ProEducation for Windows 11 Pro Education feature information.,"50WHrs, 3S1P, 3-cell Li-ion Long life rechargeable lithium polymer battery.",Start from:01.47 kg (3.24 lbs),Mineral Grey,1x M.2 2280 PCIe 3.0x4,1x USB 3.2 Gen 2 Type-C support display / power delivery 2x USB 3.2 Gen 1 Type-A 1x USB 2.0 Type-C support power delivery 1x HDMI 1.4 1x 3.5mm Combo Audio Jack 1x RJ45 Gigabit Ethernet,"Chiclet Keyboard, 1.35mm Key-travel, Spill-resistant Keyboard",720p HD camera With privacy shutter 13.0M camera,Audio by Dirac Built-in speaker Built-in array microphone,Wi-Fi 6E(802.11ax) (Triple band) 2*2 + Bluetooth® 5.4 Wireless Card,"TYPE C ;45W AC Adapter ;Output: 20V DC, 2.25A, 45W , Input: 100~240V AC; 50/60Hz universal","29.69 x 21.30 x 2.11 ~ 2.12 cm (11.69"" x 8.39"" x 0.83"" ~ 0.83"")",MyASUS,System diagnosis Battery health charging Splendid Tru2Life Function key lock WiFi SmartConnect AppDeals Link to MyASUS,,,,US MIL-STD 810H military-grade standard,EPEAT Gold Energy star 8.0 FSC Mix TCO Certified RoHS REACH,,,,Trusted Platform Module (TPM) 2.0 Support Absolute Persistence 2.0 (Computrace) BIOS setup user password BIOS Booting User Password Protection Kensington Security Slot™(7x 3mm),,,MPP 2.0 garaged stylus,,,,,26.2%,
asus_67_ASUS_Vivobook_Pro_15_OLED__Q543_,,Q543MJ,"Intel® Core™ Ultra 9 Processor 185H 2.3 GHz (24MB Cache, up to 5.1 GHz, 16 cores, 22 Threads); Intel® AI Boost NPU up to 11TOPS",NVIDIA® GeForce RTX™ 3050 6GB Laptop GPU 6GB GDDR6 Intel® Arc™ Graphics,8GB DDR5 on board 16GB DDR5 SO-DIMM Max Total system memory up to:16GB,2TB M.2 NVMe™ PCIe® 4.0 SSD,"15.6-inch, FHD (1920 x 1080) OLED 16:9 aspect ratio, 0.2ms response time, 60Hz refresh rate, 100% DCI-P3 color gamut, VESA CERTIFIED Display HDR True Black 600, PANTONE Validated, Glossy display, TÜV Rheinland-certified, (Screen-to-body ratio)84%",Windows 11 Home - ASUS recommends Windows 11 Pro for business,"75WHrs, 4S1P, 4-cell Li-ion",1.90 kg (4.19 lbs),Earl Gray,1x DDR5 SO-DIMM slot 2x M.2 2280 PCIe 4.0x4,2x USB 3.2 Gen 1 Type-A 1x Thunderbolt™ 4 with support for display / power delivery (data speed up to 40Gbps) 1x HDMI 2.1 TMDS 1x 3.5mm Combo Audio Jack 1x RJ45 Gigabit Ethernet 1x DC-in SD 4.0 card reader,"Precision touchpad, support DialPad",5.0M camera With privacy shutter,Smart Amp Technology Built-in speaker Built-in array microphone harman/kardon (Mainstream),Wi-Fi 6E(802.11ax) (Triple band) 2*2 + Bluetooth® 5.3 Wireless Card (*Bluetooth® version may change with OS version different.),"ø4.5, 200W AC Adapter, Output: 20V DC, 10A, 200W, Input: 100~240V AC 50/60Hz universal","35.57 x 23.53 x 1.99 ~ 1.99 cm (14.00"" x 9.26"" x 0.78"" ~ 0.78"")",MyASUS ScreenXpert GlideX,System diagnosis Battery health charging Fan Profile Splendid Tru2Life Function key lock WiFi SmartConnect TaskFirst Live update AI Noise Canceling,,"3-Month GoPro Premium+ Subscription *Available in eligible markets only. Eligibility varies by region, device, and time. Terms and conditions apply. See promotion pages for details. 1-Month Membership of Adobe Creative Cloud All Apps, Individual. The redemption duration from September 15, 2021 to August 31, 2026.",1-month trial for new Microsoft 365 customers. Credit card required.,US MIL-STD 810H military-grade standard,RoHS REACH,"Xbox Game Pass for PC_3 months (*Terms and exclusions apply. Offer only available in eligible markets for Game Pass for PC. Eligible markets are determined at activation. Game catalog varies by region, device, and time.)","This product has only been tested for compatibility with the Windows 11 operating system, and may encounter compatibility issues if Windows 10 or older OS versions are installed.",* Included accessories vary according to country and territory. Please check with your local ASUS retailer for details.,IR webcam with Windows Hello support,,,,Intel® AI Boost NPU up to 11TOPS,,,,,
